5.00,7849,475261,N/A
5.00,7849,475260,N/A
5.00,7849,475259,N/A
20.00,7849,475258,N/A
5.00,7849,475256,N/A
10.00,7849,475255,N/A
5.00,7849,475253,N/A
5.00,7849,475252,N/A
5.00,7849,475251,N/A
5.00,7849,475248,N/A
5.00,7849,475247,N/A
50.00,7849,475241,N/A
10.00,7849,475236,N/A
5.00,7849,475235,N/A
5.00,7849,475234,N/A
50.00,7849,475232,N/A
15.00,7849,475231,N/A
30.00,7849,475229,N/A
5.00,7849,475227,N/A
25.00,7849,475226,N/A
25.00,7849,475225,N/A
100.00,7849,475222,N/A
5.00,7849,475221,N/A
25.00,7849,475219,N/A
5.00,7849,475218,N/A
5.00,7849,475217,N/A
5.00,7849,475215,N/A
5.00,7849,475213,N/A
25.00,7849,475212,N/A
25.00,7849,475209,N/A
10.00,7849,475208,N/A
5.00,7849,475207,N/A
5.00,7849,475206,N/A
5.00,7849,475205,N/A
50.00,7849,475201,N/A
5.00,7849,475200,N/A
100.00,7849,475198,N/A
5.00,7849,475197,N/A
50.00,7849,475194,N/A
100.00,7849,475192,N/A
5.00,7849,475191,N/A
10.00,7849,475190,N/A
5.00,7849,475189,N/A
150.00,7849,475187,N/A
5.00,7849,475186,N/A
50.00,7849,475185,N/A
6.00,7849,475184,N/A
5.00,7849,475182,N/A
5.00,7849,475180,N/A
5.00,7849,475179,N/A
30.00,7849,475178,N/A
50.00,7849,475177,N/A
5.00,7849,475174,N/A
30.00,7849,475173,N/A
15.00,7849,475172,N/A
5.00,7849,475169,N/A
10.00,7849,475168,N/A
10.00,7849,475164,N/A
10.00,7849,475163,N/A
30.00,7849,475162,N/A
5.00,7849,475161,N/A
25.00,7849,475160,N/A
25.00,7849,475159,N/A
250.00,7849,475157,N/A
5.00,7849,475156,N/A
25.00,7849,475155,N/A
50.00,7849,475153,N/A
150.00,7849,475152,N/A
100.00,7849,475150,N/A
50.00,7849,475147,N/A
6.00,7849,475146,N/A
10.00,7849,475145,N/A
10.00,7849,475142,N/A
50.00,7849,475141,N/A
50.00,7849,475140,N/A
25.00,7849,475139,N/A
50.00,7849,475137,N/A
5.00,7849,475136,N/A
30.00,7849,475133,N/A
5.00,7849,475132,N/A
50.00,7849,475129,N/A
25.00,7849,475128,N/A
10.00,7849,475127,N/A
5.00,7849,475126,N/A
20.00,7849,475125,N/A
5.00,7849,475123,N/A
25.00,7849,475122,N/A
5.00,7849,475121,N/A
5.00,7849,475119,N/A
5.00,7849,475117,N/A
25.00,7849,475116,N/A
5.00,7849,475115,N/A
100.00,7849,475114,N/A
5.00,7849,475113,N/A
50.00,7849,475112,N/A
15.00,7849,475110,N/A
5.00,7849,475109,N/A
25.00,7849,475108,N/A
5.00,7849,475106,N/A
5.00,7849,475105,N/A
10.00,7849,475104,N/A
5.00,7849,475101,N/A
5.00,7849,475098,N/A
5.00,7849,475097,N/A
5.00,7849,475096,N/A
5.00,7849,475094,N/A
5.00,7849,475093,N/A
25.00,7849,475092,N/A
20.00,7849,475091,N/A
150.00,7849,475090,N/A
25.00,7849,475088,N/A
25.00,7849,475087,N/A
5.00,7849,475085,N/A
50.00,7849,475084,N/A
25.00,7849,475083,N/A
25.00,7849,475082,N/A
5.00,7849,475080,N/A
6.00,7849,475079,N/A
50.00,7849,475078,N/A
5.00,7849,475077,N/A
25.00,7849,475076,N/A
15.00,7849,475075,N/A
5.00,7849,475074,N/A
5.00,7849,475072,N/A
5.00,7849,475070,N/A
5.00,7849,475067,N/A
15.00,7849,475066,N/A
1111.11,7849,475065,N/A
5.00,7849,475064,N/A
5.00,7849,475061,N/A
25.00,7849,475060,N/A
250.00,7849,475059,N/A
5.00,7849,475057,N/A
5.00,7849,475055,N/A
25.00,7849,475053,N/A
25.00,7849,475052,N/A
5.00,7849,475051,N/A
150.00,7849,475050,N/A
5.00,7849,475049,N/A
5.00,7849,475046,N/A
5.00,7849,475045,N/A
50.00,7849,475044,N/A
30.00,7849,475043,N/A
25.00,7849,475042,N/A
5.00,7849,475040,N/A
5.00,7849,475039,N/A
5.00,7849,475037,N/A
5.00,7849,475036,N/A
5.00,7849,475033,N/A
5.00,7849,475032,N/A
25.00,7849,475031,N/A
25.00,7849,475029,N/A
5.00,7849,475028,N/A
15.00,7849,475026,N/A
5.00,7849,475025,N/A
50.00,7849,475024,N/A
5.00,7849,475023,N/A
25.00,7849,475020,N/A
25.00,7849,475019,N/A
25.00,7849,475018,N/A
150.00,7849,475017,N/A
20.00,7849,475016,N/A
5.00,7849,475015,N/A
30.00,7849,475014,N/A
5.00,7849,475013,N/A
5.00,7849,475012,N/A
25.00,7849,475011,N/A
10.00,7849,475010,N/A
5.00,7849,475009,N/A
5.00,7849,475008,N/A
100.00,7849,475006,N/A
5.00,7849,475005,N/A
10.00,7849,475003,N/A
100.00,7849,475000,N/A
5.00,7849,474999,N/A
5.00,7849,474997,N/A
5.00,7849,474996,N/A
50.00,7849,474994,N/A
5.00,7849,474992,N/A
5.00,7849,474991,N/A
15.00,7849,474989,N/A
30.00,7849,474988,N/A
5.00,7849,474987,N/A
10.00,7849,474983,N/A
10.00,7849,474982,N/A
5.00,7849,474980,N/A
30.00,7849,474979,N/A
50.00,7849,474978,N/A
15.00,7849,474974,N/A
502.00,7849,474973,N/A
10.00,7849,474970,N/A
25.00,7849,474967,N/A
5.00,7849,474966,N/A
50.00,7849,474964,N/A
5.00,7849,474963,N/A
50.00,7849,474962,N/A
100.00,7849,474958,N/A
5.00,7849,474957,N/A
5.00,7849,474956,N/A
50.00,7849,474954,N/A
5.00,7849,474952,N/A
10.00,7849,474950,N/A
10.00,7849,474947,N/A
5.00,7849,474946,N/A
5.00,7849,474945,N/A
25.00,7849,474944,N/A
5.00,7849,474943,N/A
6.66,7849,474942,N/A
10.00,7849,474940,N/A
5.00,7849,474939,N/A
50.00,7849,474938,N/A
25.00,7849,474937,N/A
50.00,7849,474936,N/A
50.00,7849,474932,N/A
25.00,7849,474931,N/A
100.00,7849,474930,N/A
25.00,7849,474929,N/A
5.00,7849,474928,N/A
10.00,7849,474927,N/A
5.00,7849,474926,N/A
10.00,7849,474924,N/A
5.00,7849,474920,N/A
50.00,7849,474919,N/A
25.00,7849,474918,N/A
122.00,7849,474917,N/A
50.00,7849,474915,N/A
5.00,7849,474913,N/A
25.00,7849,474912,N/A
25.00,7849,474911,N/A
5.00,7849,474910,N/A
5.00,7849,474909,N/A
10.00,7849,474908,N/A
5.00,7849,474907,N/A
25.00,7849,474906,N/A
5.00,7849,474903,N/A
5.00,7849,474901,N/A
100.00,7849,474900,N/A
5.00,7849,474899,N/A
25.00,7849,474897,N/A
5.00,7849,474896,N/A
5.00,7849,474895,N/A
25.00,7849,474894,N/A
50.00,7849,474893,N/A
5.00,7849,474892,N/A
5.00,7849,474891,N/A
5.00,7849,474890,N/A
25.00,7849,474887,N/A
5.00,7849,474886,N/A
5.00,7849,474884,N/A
10.00,7849,474883,N/A
5.00,7849,474882,N/A
15.00,7849,474881,N/A
100.00,7849,474880,N/A
5.00,7849,474879,N/A
50.00,7849,474876,N/A
25.00,7849,474874,N/A
5.00,7849,474873,N/A
50.00,7849,474872,N/A
100.00,7849,474870,N/A
10.00,7849,474867,N/A
150.00,7849,474866,N/A
5.00,7849,474865,N/A
20.00,7849,474864,N/A
50.00,7849,474863,N/A
100.00,7849,474862,N/A
5.00,7849,474861,N/A
5.00,7849,474860,N/A
10.00,7849,474859,N/A
55.00,7849,474858,N/A
5.00,7849,474857,N/A
25.00,7849,474856,N/A
5.00,7849,474855,N/A
5.00,7849,474853,N/A
50.00,7849,474852,N/A
15.00,7849,474851,N/A
10.00,7849,474850,N/A
5.00,7849,474849,N/A
100.00,7849,474847,N/A
64.00,7849,474846,N/A
50.00,7849,474845,N/A
5.00,7849,474844,N/A
25.00,7849,474843,N/A
10.00,7849,474842,N/A
5.00,7849,474841,N/A
5.00,7849,474840,N/A
20.00,7849,474839,N/A
50.00,7849,474838,N/A
10.00,7849,474836,N/A
5.00,7849,474834,N/A
5.00,7849,474832,N/A
15.00,7849,474831,N/A
10.00,7849,474829,N/A
25.00,7849,474828,N/A
6.00,7849,474827,N/A
5.00,7849,474826,N/A
25.00,7849,474824,N/A
25.00,7849,474820,N/A
30.00,7849,474819,N/A
5.00,7849,474816,N/A
5.00,7849,474815,N/A
10.00,7849,474813,N/A
5.00,7849,474810,N/A
100.00,7849,474809,N/A
5.00,7849,474808,N/A
5.00,7849,474806,N/A
5.00,7849,474805,N/A
5.00,7849,474803,N/A
5.00,7849,474802,N/A
100.00,7849,474800,N/A
5.00,7849,474799,N/A
10.00,7849,474795,N/A
5.00,7849,474794,N/A
30.00,7849,474793,N/A
25.00,7849,474792,N/A
5.00,7849,474790,N/A
5.00,7849,474789,N/A
10.00,7849,474787,N/A
10.00,7849,474785,N/A
250.00,7849,474784,N/A
10.00,7849,474783,N/A
5.00,7849,474781,N/A
5.00,7849,474779,N/A
50.00,7849,474773,N/A
25.00,7849,474769,N/A
10.00,7849,474765,N/A
5.00,7849,474762,N/A
5.00,7849,474759,N/A
100.00,7849,474757,N/A
50.00,7849,474756,N/A
5.00,7849,474754,N/A
5.00,7849,474753,N/A
5.00,7849,474752,N/A
10.00,7849,474751,N/A
100.00,7849,474750,N/A
15.00,7849,474749,N/A
5.00,7849,474748,N/A
150.00,7849,474747,N/A
10.00,7849,474746,N/A
5.00,7849,474745,N/A
50.00,7849,474742,N/A
50.00,7849,474740,N/A
25.00,7849,474739,N/A
25.00,7849,474738,N/A
60.00,7849,474737,N/A
10.00,7849,474736,N/A
50.00,7849,474735,N/A
5.00,7849,474734,N/A
30.00,7849,474733,N/A
150.00,7849,474732,N/A
10.00,7849,474731,N/A
10.00,7849,474730,N/A
25.00,7849,474729,N/A
100.00,7849,474728,N/A
100.00,7849,474727,N/A
15.00,7849,474726,N/A
15.00,7849,474725,N/A
5.00,7849,474724,N/A
25.00,7849,474723,N/A
30.00,7849,474722,N/A
25.00,7849,474721,N/A
10.00,7849,474720,N/A
25.00,7849,474719,N/A
50.00,7849,474718,N/A
5.00,7849,474717,N/A
10.00,7849,474716,N/A
25.00,7849,474715,N/A
25.00,7849,474714,N/A
15.00,N/A,474712,8039
50.00,7849,474710,N/A
20.00,7849,474707,N/A
37.00,7849,474705,N/A
500.00,7849,474704,N/A
25.00,7849,474703,N/A
25.00,7849,474702,N/A
5.00,7849,474701,N/A
5.00,7849,474700,N/A
5.00,N/A,474699,8007
15.00,7849,474698,N/A
25.00,7849,474697,N/A
10.00,7849,474696,N/A
50.00,7849,474695,N/A
10.00,7849,474693,N/A
10.00,7849,474692,N/A
50.00,7849,474691,N/A
15.00,7849,474689,N/A
25.00,7849,474688,N/A
25.00,7849,474687,N/A
10.00,7849,474686,N/A
30.00,7849,474685,N/A
15.00,7849,474683,N/A
150.00,7849,474682,N/A
20.00,7849,474681,N/A
200.00,7849,474680,N/A
40.00,7849,474679,N/A
10.00,7849,474678,N/A
15.00,7849,474677,N/A
50.00,7849,474674,N/A
5.00,N/A,474673,8005
50.00,7849,474672,N/A
100.00,7849,474671,N/A
5.00,7849,474670,N/A
10.00,7849,474668,N/A
250.00,7849,474666,N/A
15.00,7849,474665,N/A
5.00,7849,474664,N/A
25.00,7849,474663,N/A
20.00,7849,474661,N/A
150.00,7849,474660,N/A
25.00,7849,474659,N/A
25.00,7849,474658,N/A
12.00,7849,474657,N/A
50.00,7849,474656,N/A
50.00,7849,474654,N/A
20.00,7849,474653,N/A
5.00,7849,474652,N/A
200.00,7849,474651,N/A
5.00,7849,474650,N/A
15.00,7849,474649,N/A
50.00,7849,474647,N/A
5.00,7849,474646,N/A
25.00,7849,474645,N/A
5.00,7849,474644,N/A
150.00,7849,474643,N/A
25.00,7849,474641,N/A
100.00,7849,474640,N/A
25.00,7849,474637,N/A
25.00,7849,474636,N/A
30.00,7849,474635,N/A
150.00,7849,474634,N/A
25.00,7849,474632,N/A
100.00,7849,474630,N/A
6.66,7849,474628,N/A
15.00,7849,474627,N/A
35.00,7849,474626,N/A
50.00,7849,474625,N/A
30.00,7849,474623,N/A
5.00,7849,474622,N/A
15.00,7849,474621,N/A
150.00,7849,474618,N/A
5.00,7849,474617,N/A
30.00,7849,474616,N/A
10.00,7849,474614,N/A
200.00,7849,474613,N/A
30.00,7849,474612,N/A
50.00,7849,474610,N/A
10.00,7849,474607,N/A
50.00,7849,474605,N/A
2000.00,7849,474604,N/A
10.00,7849,474603,N/A
50.00,7849,474602,N/A
5.00,7849,474600,N/A
31.13,7849,474599,N/A
10.00,7849,474598,N/A
100.00,7849,474597,N/A
26.00,7849,474596,N/A
15.00,7849,474595,N/A
30.00,7849,474594,N/A
15.00,7849,474593,N/A
30.00,7849,474592,N/A
30.00,7849,474591,N/A
250.00,7849,474590,N/A
10.00,7849,474589,N/A
300.00,7849,474588,N/A
50.00,7849,474587,N/A
100.00,7849,474586,N/A
150.00,7849,474585,N/A
25.00,7849,474584,N/A
10.00,7849,474583,N/A
50.00,7849,474582,N/A
5.00,7849,474581,N/A
25.00,7849,474577,N/A
25.00,7849,474574,N/A
25.00,7849,474573,N/A
25.00,7849,474572,N/A
50.00,7849,474571,N/A
100.00,7849,474569,N/A
25.00,7849,474568,N/A
77.77,N/A,474567,7681
10.00,7849,474565,N/A
50.00,7849,474564,N/A
20.00,7849,474563,N/A
5.00,7849,474562,N/A
50.00,7849,474561,N/A
10.00,7849,474560,N/A
5.00,7849,474557,N/A
5.00,7849,474555,N/A
50.00,7849,474553,N/A
25.00,7849,474552,N/A
50.00,7849,474551,N/A
150.00,7849,474550,N/A
25.00,7849,474549,N/A
100.00,7849,474548,N/A
5.00,7849,474547,N/A
50.00,7849,474545,N/A
10.00,7849,474544,N/A
150.00,7849,474542,N/A
50.00,7849,474540,N/A
20.00,N/A,474538,7872
25.00,7849,474537,N/A
500.00,7849,474535,N/A
10.00,7849,474534,N/A
500.00,7849,474533,N/A
5.00,7849,474532,N/A
5.00,7849,474531,N/A
50.00,7849,474530,N/A
100.00,7849,474529,N/A
10.00,7849,474528,N/A
5.00,7849,474527,N/A
100.00,7849,474526,N/A
10.00,7849,474525,N/A
10.00,7849,474524,N/A
25.00,7849,474523,N/A
5.00,7849,474522,N/A
5.00,7849,474521,N/A
150.23,7849,474517,N/A
5.00,7849,474516,N/A
150.00,7849,474515,N/A
5.00,7849,474514,N/A
100.00,7849,474513,N/A
5.00,7849,474512,N/A
15.00,7849,474511,N/A
150.00,7849,474510,N/A
25.00,7849,474509,N/A
15.00,7849,474508,N/A
100.00,N/A,474507,7684
20.00,7849,474505,N/A
5.00,N/A,474503,7989
15.00,7849,474502,N/A
20.00,7849,474501,N/A
5.00,7849,474500,N/A
250.00,7849,474498,N/A
50.00,7849,474496,N/A
50.00,7849,474495,N/A
50.00,7849,474494,N/A
25.00,7849,474493,N/A
15.00,7849,474492,N/A
10.00,7849,474491,N/A
50.00,7849,474489,N/A
100.00,7849,474487,N/A
25.00,7849,474486,N/A
15.00,7849,474485,N/A
30.00,7849,474484,N/A
150.00,7849,474483,N/A
5.00,7849,474482,N/A
50.00,7849,474481,N/A
5.00,7849,474479,N/A
50.00,7849,474477,N/A
50.00,7849,474476,N/A
10.00,7849,474475,N/A
5.00,7849,474474,N/A
100.00,7849,474473,N/A
25.00,7849,474472,N/A
500.00,7849,474470,N/A
10.00,7849,474468,N/A
5.00,7849,474467,N/A
5.00,N/A,474466,7681
25.00,7849,474465,N/A
100.00,7849,474464,N/A
10.00,7849,474462,N/A
10.00,7849,474461,N/A
6.66,7849,474460,N/A
25.00,7849,474459,N/A
50.00,7849,474458,N/A
50.00,7849,474457,N/A
50.00,7849,474456,N/A
10.00,7849,474455,N/A
25.00,7849,474454,N/A
10.00,7849,474453,N/A
10.00,7849,474452,N/A
100.00,7849,474451,N/A
100.00,7849,474450,N/A
10.00,7849,474449,N/A
5.00,7849,474448,N/A
25.00,7849,474446,N/A
5.00,7849,474445,N/A
50.00,7849,474444,N/A
30.00,7849,474443,N/A
15.00,7849,474441,N/A
50.00,7849,474440,N/A
20.00,7849,474439,N/A
40.00,7849,474438,N/A
10.00,7849,474435,N/A
50.00,7849,474434,N/A
10.00,7849,474430,N/A
10.00,7849,474429,N/A
5.00,7849,474428,N/A
25.00,7849,474427,N/A
30.00,7849,474425,N/A
150.00,7849,474424,N/A
25.00,7849,474421,N/A
20.00,7849,474420,N/A
150.00,7849,474418,N/A
150.00,N/A,474417,7758
15.00,N/A,474416,7989
15.00,7849,474416,N/A
25.00,7849,474415,N/A
100.00,7849,474414,N/A
250.00,7849,474413,N/A
5.00,N/A,474412,7775
151.51,7849,474411,N/A
30.00,7849,474409,N/A
10.00,7849,474407,N/A
35.00,7849,474406,N/A
250.00,7849,474404,N/A
100.00,7849,474403,N/A
20.00,7849,474402,N/A
50.00,7849,474399,N/A
75.00,7849,474398,N/A
20.00,7849,474397,N/A
50.00,7849,474396,N/A
40.00,7849,474395,N/A
150.00,7849,474394,N/A
59.99,7849,474392,N/A
5.00,7849,474391,N/A
15.00,7849,474390,N/A
100.00,N/A,474389,7997
20.00,7849,474388,N/A
150.00,7849,474387,N/A
25.00,7849,474386,N/A
25.00,N/A,474383,8039
60.56,7849,474382,N/A
100.00,7849,474381,N/A
5.00,7849,474380,N/A
50.00,7849,474379,N/A
44.98,7849,474378,N/A
25.00,7849,474377,N/A
20.00,7849,474376,N/A
15.00,7849,474375,N/A
100.00,N/A,474374,7961
50.00,7849,474373,N/A
10.00,7849,474370,N/A
35.00,7849,474369,N/A
150.00,7849,474368,N/A
50.00,7849,474367,N/A
30.00,7849,474366,N/A
10.00,7849,474364,N/A
5.00,7849,474363,N/A
5.00,7849,474362,N/A
10.00,N/A,474361,7961
20.00,7849,474358,N/A
5.00,7849,474357,N/A
10.00,7849,474356,N/A
15.00,7849,474355,N/A
75.00,7849,474354,N/A
50.00,7849,474351,N/A
20.00,7849,474347,N/A
25.00,7849,474346,N/A
50.00,7849,474345,N/A
15.00,7849,474344,N/A
20.00,7849,474343,N/A
150.00,7849,474340,N/A
150.00,7849,474339,N/A
15.00,7849,474338,N/A
50.00,7849,474337,N/A
10.00,7849,474336,N/A
25.00,7849,474334,N/A
100.00,7849,474333,N/A
50.00,7849,474330,N/A
30.00,7849,474329,N/A
5.00,7849,474327,N/A
25.00,7849,474326,N/A
5.00,7849,474325,N/A
20.00,7849,474324,N/A
10.00,7849,474323,N/A
65.00,7849,474322,N/A
25.00,7849,474321,N/A
20.00,N/A,474319,7681
5.00,7849,474318,N/A
150.00,7849,474317,N/A
50.00,7849,474315,N/A
25.00,7849,474313,N/A
10.00,7849,474312,N/A
25.00,7849,474311,N/A
50.00,7849,474307,N/A
25.00,7849,474306,N/A
25.00,7849,474305,N/A
10.00,N/A,474303,7758
50.00,7849,474300,N/A
150.00,7849,474299,N/A
50.00,7849,474298,N/A
25.00,N/A,474297,7989
50.00,7849,474296,N/A
20.00,7849,474295,N/A
100.00,7849,474294,N/A
150.00,7849,474292,N/A
75.00,7849,474291,N/A
50.00,7849,474290,N/A
25.00,7849,474287,N/A
150.00,7849,474284,N/A
250.00,7849,474283,N/A
5.00,7849,474282,N/A
50.00,N/A,474281,7681
5.00,7849,474280,N/A
100.00,7849,474279,N/A
15.00,7849,474277,N/A
5.00,7849,474276,N/A
10.00,7849,474274,N/A
5.02,7849,474273,N/A
50.00,7849,474272,N/A
5.10,7849,474271,N/A
75.00,7849,474270,N/A
50.00,7849,474268,N/A
15.00,7849,474267,N/A
50.00,7849,474266,N/A
25.00,7849,474263,N/A
250.00,7849,474262,N/A
20.00,7849,474261,N/A
10.00,N/A,474259,7637
20.00,7849,474257,N/A
20.00,7849,474255,N/A
27.00,7849,474254,N/A
10.00,7849,474253,N/A
100.00,7849,474252,N/A
40.00,N/A,474248,7681
25.00,7849,474246,N/A
20.00,7849,474245,N/A
25.00,7849,474244,N/A
50.00,7849,474243,N/A
10.00,7849,474242,N/A
50.00,7849,474241,N/A
23.00,7849,474233,N/A
10.00,N/A,474232,8004
15.00,7849,474229,N/A
10.00,7849,474228,N/A
10.00,7849,474226,N/A
25.00,7849,474224,N/A
18.00,7849,474223,N/A
50.00,N/A,474222,7775
5.00,7849,474221,N/A
200.66,7849,474220,N/A
5.00,7849,474219,N/A
50.00,7849,474217,N/A
1000.00,7849,474227,N/A
30.00,7849,474215,N/A
10.00,7849,474214,N/A
10.00,7849,474213,N/A
100.00,7849,474212,N/A
100.00,7849,474211,N/A
150.00,7849,474210,N/A
25.00,7849,474207,N/A
12.00,7849,474205,N/A
25.00,7849,474201,N/A
10.00,7849,474200,N/A
5.00,7849,474198,N/A
25.00,7849,474195,N/A
30.00,7849,474194,N/A
30.00,7849,474193,N/A
5.00,7849,474191,N/A
20.00,7849,474190,N/A
10.00,7849,474189,N/A
5.00,7849,474188,N/A
600.00,7849,474187,N/A
100.00,N/A,474186,7775
100.00,7849,474184,N/A
150.00,7849,474183,N/A
20.06,7849,474182,N/A
25.00,7849,474180,N/A
50.00,7849,474179,N/A
15.00,7849,474178,N/A
5.00,7849,474176,N/A
20.00,7849,474172,N/A
15.00,7849,474171,N/A
6.66,7849,474170,N/A
25.00,7849,474169,N/A
15.00,7849,474167,N/A
30.00,7849,474163,N/A
10.00,7849,474158,N/A
5.00,7849,474157,N/A
150.00,7849,474156,N/A
25.00,7849,474155,N/A
250.00,7849,474154,N/A
25.00,7849,474152,N/A
100.00,7849,474150,N/A
50.00,7849,474149,N/A
20.00,7849,474148,N/A
10.00,7849,474147,N/A
150.00,7849,474146,N/A
150.00,7849,474144,N/A
10.00,7849,474142,N/A
10.00,7849,474139,N/A
5.00,7849,474138,N/A
200.00,7849,474137,N/A
15.00,7849,474135,N/A
30.00,7849,474134,N/A
150.00,7849,474128,N/A
10.00,7849,474126,N/A
5.00,7849,474125,N/A
20.00,7849,474124,N/A
25.00,7849,474123,N/A
20.00,N/A,474122,7681
25.00,7849,474120,N/A
10.00,7849,474117,N/A
25.00,7849,474116,N/A
10.00,7849,474112,N/A
25.00,7849,474111,N/A
25.00,7849,474110,N/A
150.00,7849,474107,N/A
10.00,7849,474106,N/A
30.00,7849,474105,N/A
1000.00,7849,474103,N/A
30.00,7849,474102,N/A
25.00,N/A,474101,7681
5.00,7849,474100,N/A
10.00,7849,474099,N/A
50.00,7849,474098,N/A
10.00,7849,474097,N/A
5.00,7849,474096,N/A
25.00,7849,474095,N/A
5.00,7849,474093,N/A
5.00,7849,474092,N/A
25.00,7849,474091,N/A
25.00,7849,474090,N/A
5.00,7849,474089,N/A
10.00,7849,474088,N/A
50.00,7849,474087,N/A
20.00,7849,474086,N/A
5.00,7849,474085,N/A
5.00,7849,474084,N/A
10.00,N/A,474082,8039
10.00,7849,474080,N/A
50.00,7849,474079,N/A
10.00,7849,474078,N/A
15.00,7849,474076,N/A
15.00,7849,474075,N/A
30.00,7849,474074,N/A
5.00,7849,474073,N/A
5.00,7849,474071,N/A
5.00,7849,474070,N/A
25.00,7849,474069,N/A
150.00,7849,474068,N/A
30.00,7849,474067,N/A
50.00,7849,474066,N/A
50.00,7849,474065,N/A
25.00,7849,474063,N/A
10.00,7849,474062,N/A
50.00,7849,474060,N/A
400.00,7849,474059,N/A
10.00,N/A,474058,7684
10.00,7849,474057,N/A
15.00,7849,474055,N/A
25.00,7849,474054,N/A
50.00,N/A,474052,7872
50.00,7849,474051,N/A
25.00,N/A,474050,7989
30.00,7849,474048,N/A
5.00,7849,474047,N/A
25.00,7849,474046,N/A
10.00,7849,474045,N/A
25.00,7849,474044,N/A
30.00,7849,474043,N/A
50.00,7849,474042,N/A
10.00,7849,474041,N/A
5.00,7849,474040,N/A
10.00,7849,474039,N/A
10.00,7849,474037,N/A
25.00,7849,474036,N/A
25.00,7849,474034,N/A
25.00,7849,474031,N/A
5.00,7849,474030,N/A
25.00,7849,474029,N/A
25.00,7849,474028,N/A
5.00,7849,474027,N/A
50.00,7849,474026,N/A
25.00,7849,474025,N/A
50.00,7849,474022,N/A
5.00,7849,474021,N/A
150.00,7849,474020,N/A
5.00,7849,474019,N/A
25.00,7849,474018,N/A
5.00,7849,474017,N/A
25.00,7849,474015,N/A
