amount,description,event,goal,id,name,run
136.00,,sgdq2011,(None),2203,toejam or earl,toejam and earl 2: panic on funkotron
70.00,,sgdq2011,(None),2251,earl,toejam and earl 2: panic on funkotron
66.00,,sgdq2011,(None),2252,toejam,toejam and earl 2: panic on funkotron
257.01,,sgdq2011,(None),2194,language,rayman 2: the great escape
95.00,,sgdq2011,(None),2212,english,rayman 2: the great escape
67.01,,sgdq2011,(None),2213,french,rayman 2: the great escape
30.00,,sgdq2011,(None),2216,spanish,rayman 2: the great escape
25.00,,sgdq2011,(None),2214,german,rayman 2: the great escape
20.00,,sgdq2011,(None),2211,chewbacca,rayman 2: the great escape
20.00,,sgdq2011,(None),2215,italian,rayman 2: the great escape
198.44,,sgdq2011,(None),2199,mother brain kill method,super metroid
173.44,,sgdq2011,(None),2241,stand-up glitch,super metroid
25.00,,sgdq2011,(None),2240,murder beam,super metroid
1039.93,,sgdq2011,200.00,2180,save the animals (bid war),super metroid
185.07,,sgdq2011,(None),2198,cloak color,castlevania: symphony of the night
80.07,,sgdq2011,(None),2239,watermelon,castlevania: symphony of the night
50.00,,sgdq2011,(None),2236,banana,castlevania: symphony of the night
45.00,,sgdq2011,(None),2238,pink/purple,castlevania: symphony of the night
10.00,,sgdq2011,(None),2237,blue/orange,castlevania: symphony of the night
25.00,,sgdq2011,(None),2183,dracula cutscene,castlevania: symphony of the night
115.00,,sgdq2011,100.00,2179,galamoth punchout,castlevania: symphony of the night
75.00,,sgdq2011,(None),2182,i am the wind,castlevania: symphony of the night
238.99,,sgdq2011,(None),2187,weaponless,mirror's edge
1018.22,,sgdq2011,(None),2206,kh:bbs story choice,kingdom hearts: birth by sleep
489.61,,sgdq2011,(None),2258,terra,kingdom hearts: birth by sleep
468.61,,sgdq2011,(None),2257,aqua,kingdom hearts: birth by sleep
60.00,,sgdq2011,(None),2259,ventus,kingdom hearts: birth by sleep
250.00,,sgdq2011,(None),2175,clown dance,castle crashers
260.00,,sgdq2011,(None),2204,buster vs normal,mega man 9
260.00,,sgdq2011,(None),2253,buster-only,mega man 9
0.00,,sgdq2011,(None),2254,normal,mega man 9
30.00,,sgdq2011,(None),2189,still alive sing-a-long,portal
176.00,,sgdq2011,(None),2200,soma vs julius,castlevania: dawn of sorrow
151.00,,sgdq2011,(None),2242,julius mode,castlevania: dawn of sorrow
25.00,,sgdq2011,(None),2243,soma all bosses,castlevania: dawn of sorrow
100.00,,sgdq2011,(None),2190,no handgun,metal gear
120.36,,sgdq2011,100.00,2184,atlantica (bid war),kingdom hearts or kingdom hearts 2
328.36,,sgdq2011,600.00,2185,bronanassentia,kingdom hearts or kingdom hearts 2
593.56,,sgdq2011,(None),2201,chicken war,kingdom hearts or kingdom hearts 2
265.64,,sgdq2011,(None),2246,chikin sammich,kingdom hearts or kingdom hearts 2
254.41,,sgdq2011,(None),2244,chicken burger,kingdom hearts or kingdom hearts 2
38.51,,sgdq2011,(None),2245,chicken patty,kingdom hearts or kingdom hearts 2
20.00,,sgdq2011,(None),2248,æ±?å ¡,kingdom hearts or kingdom hearts 2
15.00,,sgdq2011,(None),2247,poultry puck,kingdom hearts or kingdom hearts 2
60.00,,sgdq2011,(None),2177,cutscenes,kingdom hearts or kingdom hearts 2
3004.71,,sgdq2011,(None),2202,kh game choice,kingdom hearts or kingdom hearts 2
1763.70,,sgdq2011,(None),2250,kh2,kingdom hearts or kingdom hearts 2
1241.01,,sgdq2011,(None),2249,kh1,kingdom hearts or kingdom hearts 2
320.00,,sgdq2011,(None),2178,random singing,kingdom hearts or kingdom hearts 2
300.00,,sgdq2011,300.00,2173,sephiroth,kingdom hearts or kingdom hearts 2
225.00,,sgdq2011,100.00,2192,trinkets,vvvvvv
6.00,,sgdq2011,(None),2191,hit top platform at the end of a level,kirby: nightmare in dreamland
870.16,,sgdq2011,(None),2205,banana or pie,startropics
488.14,,sgdq2011,(None),2256,piewexil,startropics
382.02,,sgdq2011,(None),2255,bananawing duckola,startropics
510.80,,sgdq2011,(None),2197,music,we love katamari
276.00,,sgdq2011,(None),2231,disco prince,we love katamari
170.00,,sgdq2011,(None),2233,kuru kuru rock,we love katamari
30.00,,sgdq2011,(None),2235,swing,we love katamari
20.00,,sgdq2011,(None),2229,angel's rain,we love katamari
10.00,,sgdq2011,(None),2234,scorching,we love katamari
4.80,,sgdq2011,(None),2232,everlasting love,we love katamari
0.00,,sgdq2011,(None),2230,cowbear,we love katamari
50.00,,sgdq2011,(None),2193,chip or dale,chip 'n dale rescue rangers
50.00,,sgdq2011,(None),2210,dale,chip 'n dale rescue rangers
0.00,,sgdq2011,(None),2209,chip,chip 'n dale rescue rangers
227.02,,sgdq2011,(None),2196,dk94 or mvdk?,donkey kong '94 or mario vs. dk
175.02,,sgdq2011,(None),2227,donkey kong '94,donkey kong '94 or mario vs. dk
52.00,,sgdq2011,(None),2228,mario vs donkey kong,donkey kong '94 or mario vs. dk
50.00,,sgdq2011,50.00,2176,collect every new arena power,kirby super star
20.00,,sgdq2011,20.00,2186,gourmet race,kirby super star
20.00,,sgdq2011,20.00,2174,spring breeze,kirby super star
20.00,,sgdq2011,20.00,2188,the arena,kirby super star
100.00,,sgdq2011,(None),2181,use suplex only on marx,kirby super star
666.12,,sgdq2011,(None),2207,any% or 100%,legend of zelda: a link to the past
665.09,,sgdq2011,(None),2260,100%,legend of zelda: a link to the past
1.03,,sgdq2011,(None),2261,any%,legend of zelda: a link to the past
929.27,,sgdq2011,(None),2195,lttp file name,legend of zelda: a link to the past
496.86,,sgdq2011,(None),2222,lunk,legend of zelda: a link to the past
161.61,,sgdq2011,(None),2220,epsy,legend of zelda: a link to the past
132.22,,sgdq2011,(None),2223,puns,legend of zelda: a link to the past
50.00,,sgdq2011,(None),2224,rane,legend of zelda: a link to the past
30.00,,sgdq2011,(None),2218,boss,legend of zelda: a link to the past
21.58,,sgdq2011,(None),2226,word,legend of zelda: a link to the past
15.00,,sgdq2011,(None),2219,dink,legend of zelda: a link to the past
10.00,,sgdq2011,(None),2217,akazaboo,legend of zelda: a link to the past
10.00,,sgdq2011,(None),2221,krys,legend of zelda: a link to the past
2.00,,sgdq2011,(None),2225,rygert (rygt),legend of zelda: a link to the past
716.00,,sgdq2011,(None),2208,file name,legend of zelda: the minish cap
300.00,,sgdq2011,(None),2269,sprkle,legend of zelda: the minish cap
230.00,,sgdq2011,(None),2265,moishe,legend of zelda: the minish cap
101.00,,sgdq2011,(None),2270,thor,legend of zelda: the minish cap
30.00,,sgdq2011,(None),2266,nasir,legend of zelda: the minish cap
20.00,,sgdq2011,(None),2262,cthulu,legend of zelda: the minish cap
10.00,,sgdq2011,(None),2264,isaac,legend of zelda: the minish cap
10.00,,sgdq2011,(None),2267,puns,legend of zelda: the minish cap
10.00,,sgdq2011,(None),2268,saturn,legend of zelda: the minish cap
5.00,,sgdq2011,(None),2263,derp,legend of zelda: the minish cap
2340.00,,hrdq,2000.00,6438,The Perfect Run,Super Mario Galaxy 2
2075.06,,hrdq,2000.00,6439,Handcam,TAIKER
1380.00,,hrdq,1000.00,6440,Wear the adorable Cat Ears,TAIKER
2051.20,,hrdq,2000.00,6441,Bonus NG+ any% no MMS Run,Bastion
5059.52,,hrdq,(None),6442,Character Choice,Sonic Advance
2243.00,,hrdq,(None),6444,Tails,Sonic Advance
1668.00,,hrdq,(None),6445,Knuckles,Sonic Advance
896.00,,hrdq,(None),6446,Amy,Sonic Advance
252.52,,hrdq,(None),6443,Sonic,Sonic Advance
2840.70,,hrdq,(None),6447,Choose the Filenames,Undertale
1215.00,,hrdq,(None),6576,Arya,Undertale
526.62,,hrdq,(None),6510,bepis,Undertale
275.00,,hrdq,(None),6500,PatMat,Undertale
209.00,,hrdq,(None),6573,Sam,Undertale
145.00,,hrdq,(None),6509,Kid,Undertale
140.00,,hrdq,(None),6517,Bailey,Undertale
100.00,,hrdq,(None),6548,Misch,Undertale
60.00,,hrdq,(None),6568,Frisk,Undertale
50.00,,hrdq,(None),6527,Pepis,Undertale
47.28,,hrdq,(None),6532,rAdmin,Undertale
35.80,,hrdq,(None),6518,Petch,Undertale
25.00,,hrdq,(None),6595,Jeff,Undertale
12.00,,hrdq,(None),6589,Temmie,Undertale
0.00,,hrdq,(None),6523,NES,Undertale
4056.00,,hrdq,4000.00,6448,BONUS GAME: Metal Gear Solid,Metal Gear Solid
3362.13,,hrdq,(None),6581,Save Meryl or Otacon,Metal Gear Solid
1766.00,,hrdq,(None),6583,Save Otacon,Metal Gear Solid
1596.13,,hrdq,(None),6582,Save Meryl,Metal Gear Solid
4220.07,,hrdq,(None),6449,Choose the Ending,Star Wars Jedi Knight: Jedi Academy
2241.07,,hrdq,(None),6451,Dark Side ending (aka Kill Rosh),Star Wars Jedi Knight: Jedi Academy
1979.00,,hrdq,(None),6450,Light Side Ending (aka Save Rosh),Star Wars Jedi Knight: Jedi Academy
2838.93,,hrdq,(None),6598,Name the Horse,The Legend of Zelda: Breath of the Wild
1702.94,,hrdq,(None),6609,Houston,The Legend of Zelda: Breath of the Wild
345.69,,hrdq,(None),6606,Garyl,The Legend of Zelda: Breath of the Wild
190.00,,hrdq,(None),6599,Excuse me,The Legend of Zelda: Breath of the Wild
155.30,,hrdq,(None),6608,Orb,The Legend of Zelda: Breath of the Wild
110.00,,hrdq,(None),6619,ebooks,The Legend of Zelda: Breath of the Wild
100.00,,hrdq,(None),6602,Amiibo,The Legend of Zelda: Breath of the Wild
100.00,,hrdq,(None),6610,Lolodown,The Legend of Zelda: Breath of the Wild
50.00,,hrdq,(None),6615,Bepis,The Legend of Zelda: Breath of the Wild
30.00,,hrdq,(None),6603,Silver,The Legend of Zelda: Breath of the Wild
20.00,,hrdq,(None),6605,Marx,The Legend of Zelda: Breath of the Wild
20.00,,hrdq,(None),6620,Roach,The Legend of Zelda: Breath of the Wild
10.00,,hrdq,(None),6600,Kappa,The Legend of Zelda: Breath of the Wild
5.00,,hrdq,(None),6612,Just play.,The Legend of Zelda: Breath of the Wild
20164.05,,hrdq,20000.00,6452,Play on Master Mode,The Legend of Zelda: Breath of the Wild
425.00,,hrdq,(None),6458,Ayla's Name,Chrono Trigger
220.00,,hrdq,(None),6519,Kiki,Chrono Trigger
100.00,,hrdq,(None),6628,Wilma,Chrono Trigger
50.00,,hrdq,(None),6571,Linty,Chrono Trigger
40.00,,hrdq,(None),6525,Irma,Chrono Trigger
15.00,,hrdq,(None),6627,RyanD,Chrono Trigger
2337.69,,hrdq,(None),6453,Crono's Name,Chrono Trigger
1916.69,,hrdq,(None),6503,Texas,Chrono Trigger
140.00,,hrdq,(None),6530,RyanD,Chrono Trigger
115.00,,hrdq,(None),6601,Blook,Chrono Trigger
65.00,,hrdq,(None),6499,Bob,Chrono Trigger
51.00,,hrdq,(None),6533,Alto,Chrono Trigger
45.00,,hrdq,(None),6508,Jeff,Chrono Trigger
5.00,,hrdq,(None),6614,Crono,Chrono Trigger
2007.69,,hrdq,(None),6461,Death Peak Hug Choice,Chrono Trigger
1575.69,,hrdq,(None),6463,Hug Lucca,Chrono Trigger
432.00,,hrdq,(None),6462,Hug Marle,Chrono Trigger
1067.00,,hrdq,(None),6460,Epoch's Name,Chrono Trigger
940.00,,hrdq,(None),6565,2poch,Chrono Trigger
41.00,,hrdq,(None),6625,ASTRO,Chrono Trigger
40.00,,hrdq,(None),6559,LUL,Chrono Trigger
21.00,,hrdq,(None),6632,Mach5,Chrono Trigger
20.00,,hrdq,(None),6630,TARDIS,Chrono Trigger
5.00,,hrdq,(None),6618,Gotix,Chrono Trigger
1688.69,,hrdq,(None),6456,Frog's Name,Chrono Trigger
1110.69,,hrdq,(None),6588,Luci,Chrono Trigger
255.00,,hrdq,(None),6558,Glenn,Chrono Trigger
243.00,,hrdq,(None),6575,Fropy,Chrono Trigger
45.00,,hrdq,(None),6540,Champ,Chrono Trigger
35.00,,hrdq,(None),6534,Fark,Chrono Trigger
1280.00,,hrdq,(None),6454,Lucca's Name,Chrono Trigger
1180.00,,hrdq,(None),6515,NERD!,Chrono Trigger
100.00,,hrdq,(None),6529,Nacho,Chrono Trigger
1912.41,,hrdq,(None),6459,Magus' Name,Chrono Trigger
1292.41,,hrdq,(None),6562,Taako,Chrono Trigger
290.00,,hrdq,(None),6613,Janus,Chrono Trigger
270.00,,hrdq,(None),6513,DexFM,Chrono Trigger
50.00,,hrdq,(None),6629,WEXIL,Chrono Trigger
10.00,,hrdq,(None),6633,Guile,Chrono Trigger
450.00,,hrdq,(None),6455,Marle's Name,Chrono Trigger
150.00,,hrdq,(None),6621,Sally,Chrono Trigger
150.00,,hrdq,(None),6528,Salsa,Chrono Trigger
150.00,,hrdq,(None),6617,Tifa,Chrono Trigger
1218.69,,hrdq,(None),6457,Robo's Name,Chrono Trigger
370.00,,hrdq,(None),6585,R66-Y,Chrono Trigger
363.69,,hrdq,(None),6536,RyanD,Chrono Trigger
205.00,,hrdq,(None),6557,smerb,Chrono Trigger
120.00,,hrdq,(None),6522,RickA,Chrono Trigger
75.00,,hrdq,(None),6592,Night,Chrono Trigger
40.00,,hrdq,(None),6626,Rusty,Chrono Trigger
25.00,,hrdq,(None),6611,darb,Chrono Trigger
20.00,,hrdq,(None),6526,Robyc,Chrono Trigger
3572.00,,hrdq,(None),6464,Resident Evil 1 vs Resident Evil 2,Resident Evil (PS1) vs Resident Evil 2
1976.00,,hrdq,(None),6466,Resident Evil 2,Resident Evil (PS1) vs Resident Evil 2
1596.00,,hrdq,(None),6465,Resident Evil 1,Resident Evil (PS1) vs Resident Evil 2
2197.54,,hrdq,4000.00,6498,Wario Hop,Wario Land 4
4072.00,,hrdq,4000.00,6469,Brigmore Witches DLC,Dishonored
391.13,,hrdq,4000.00,6468,Knife of Dunwall DLC,Dishonored
5822.09,,hrdq,(None),6476,Choose the Character Sprites,The Legend of Zelda: A Link to the Past
1253.37,,hrdq,(None),6593,Mog (from FF6),The Legend of Zelda: A Link to the Past
1209.00,,hrdq,(None),6594,Zelda,The Legend of Zelda: A Link to the Past
1060.00,,hrdq,(None),6479,Samus,The Legend of Zelda: A Link to the Past
697.74,,hrdq,(None),6477,Dark Link,The Legend of Zelda: A Link to the Past
540.00,,hrdq,(None),6480,Kirby,The Legend of Zelda: A Link to the Past
539.69,,hrdq,(None),6481,Garfield,The Legend of Zelda: A Link to the Past
295.00,,hrdq,(None),6478,Locked Chest,The Legend of Zelda: A Link to the Past
227.29,,hrdq,(None),6482,Marisa (from Touhou),The Legend of Zelda: A Link to the Past
1871.11,,hrdq,(None),6474,Choose the Filenames,The Legend of Zelda: A Link to the Past
1307.14,,hrdq,(None),6514,Pickle Link,The Legend of Zelda: A Link to the Past
316.42,,hrdq,(None),6501,Houston,The Legend of Zelda: A Link to the Past
95.00,,hrdq,(None),6556,360NoSword,The Legend of Zelda: A Link to the Past
72.00,,hrdq,(None),6516,Iwata,The Legend of Zelda: A Link to the Past
55.00,,hrdq,(None),6596,Crushbone,The Legend of Zelda: A Link to the Past
25.55,,hrdq,(None),6520,JOHN CENA,The Legend of Zelda: A Link to the Past
1832.40,,hrdq,(None),6471,Swordless vs Open,The Legend of Zelda: A Link to the Past
1471.40,,hrdq,(None),6472,Swordless Mode,The Legend of Zelda: A Link to the Past
361.00,,hrdq,(None),6473,Open Mode,The Legend of Zelda: A Link to the Past
25150.26,,hrdq,25000.00,6484,BONUS GAME: Mario Kart 64,Mario Kart 64
33712.78,,hrdq,(None),6489,Save or Kill the Animals,Super Metroid
22252.53,,hrdq,(None),6490,Save the Animals,Super Metroid
11460.25,,hrdq,(None),6491,Kill the Animals,Super Metroid
10915.50,,hrdq,(None),6475,Cecil's name,Final Fantasy IV
7794.50,,hrdq,(None),6649,OpieOP,Final Fantasy IV
1635.00,,hrdq,(None),6504,Houstn,Final Fantasy IV
525.00,,hrdq,(None),6637,Remmy,Final Fantasy IV
250.00,,hrdq,(None),6587,Oats,Final Fantasy IV
136.00,,hrdq,(None),6541,Cedore,Final Fantasy IV
135.00,,hrdq,(None),6574,CptTex,Final Fantasy IV
130.00,,hrdq,(None),6511,Chrono,Final Fantasy IV
120.00,,hrdq,(None),6644,Wooooo,Final Fantasy IV
100.00,,hrdq,(None),6668,Alma,Final Fantasy IV
65.00,,hrdq,(None),6591,Toot,Final Fantasy IV
25.00,,hrdq,(None),6667,Harvey,Final Fantasy IV
702.00,,hrdq,(None),6495,Cid's name,Final Fantasy IV
307.00,,hrdq,(None),6642,Dad,Final Fantasy IV
300.00,,hrdq,(None),6584,Radix,Final Fantasy IV
50.00,,hrdq,(None),6553,Ellwyn,Final Fantasy IV
45.00,,hrdq,(None),6636,Ojisan,Final Fantasy IV
1665.67,,hrdq,(None),6496,Edge's name,Final Fantasy IV
1057.67,,hrdq,(None),6641,ARBYS,Final Fantasy IV
305.00,,hrdq,(None),6652,Bread,Final Fantasy IV
240.00,,hrdq,(None),6547,TEKKEN,Final Fantasy IV
53.00,,hrdq,(None),6651,Shadow,Final Fantasy IV
10.00,,hrdq,(None),6664,Wedgie,Final Fantasy IV
1337.00,,hrdq,(None),6488,Edward's name,Final Fantasy IV
590.00,,hrdq,(None),6563,Spoony,Final Fantasy IV
552.00,,hrdq,(None),6597,Robin,Final Fantasy IV
100.00,,hrdq,(None),6662,Lindnr,Final Fantasy IV
65.00,,hrdq,(None),6572,Bard,Final Fantasy IV
20.00,,hrdq,(None),6560,Maddy,Final Fantasy IV
10.00,,hrdq,(None),6623,Edbard,Final Fantasy IV
642.00,,hrdq,(None),6497,Fusoya's name,Final Fantasy IV
325.00,,hrdq,(None),6648,ToFuHa,Final Fantasy IV
170.00,,hrdq,(None),6570,rpgDed,Final Fantasy IV
72.00,,hrdq,(None),6654,Puddin,Final Fantasy IV
50.00,,hrdq,(None),6665,upt Co,Final Fantasy IV
25.00,,hrdq,(None),6655,Mop,Final Fantasy IV
823.33,,hrdq,(None),6483,Kain's name,Final Fantasy IV
600.00,,hrdq,(None),6639,Corpus,Final Fantasy IV
125.00,,hrdq,(None),6638,Aero,Final Fantasy IV
60.00,,hrdq,(None),6616,SADMAN,Final Fantasy IV
33.33,,hrdq,(None),6566,furit,Final Fantasy IV
5.00,,hrdq,(None),6578,Traitor,Final Fantasy IV
917.50,,hrdq,(None),6493,Palom's name,Final Fantasy IV
482.50,,hrdq,(None),6505,Porom,Final Fantasy IV
365.00,,hrdq,(None),6579,Mac,Final Fantasy IV
50.00,,hrdq,(None),6656,Dallas,Final Fantasy IV
15.00,,hrdq,(None),6607,BDR,Final Fantasy IV
5.00,,hrdq,(None),6549,Star,Final Fantasy IV
984.50,,hrdq,(None),6494,Porom's Name,Final Fantasy IV
544.50,,hrdq,(None),6506,Palom,Final Fantasy IV
375.00,,hrdq,(None),6580,Cheese,Final Fantasy IV
60.00,,hrdq,(None),6657,FtWrth,Final Fantasy IV
5.00,,hrdq,(None),6550,Heart,Final Fantasy IV
1105.00,,hrdq,(None),6551,Rosa's name,Final Fantasy IV
420.00,,hrdq,(None),6640,Linka,Final Fantasy IV
345.00,,hrdq,(None),6635,ADAAAA,Final Fantasy IV
340.00,,hrdq,(None),6555,Relief,Final Fantasy IV
1521.00,,hrdq,(None),6485,Rydia's name,Final Fantasy IV
415.00,,hrdq,(None),6658,BERSK,Final Fantasy IV
411.00,,hrdq,(None),6554,Waifu,Final Fantasy IV
300.00,,hrdq,(None),6659,Port A,Final Fantasy IV
300.00,,hrdq,(None),6634,Sloane,Final Fantasy IV
50.00,,hrdq,(None),6643,Lydia,Final Fantasy IV
25.00,,hrdq,(None),6577,Hayli,Final Fantasy IV
20.00,,hrdq,(None),6567,Obsty,Final Fantasy IV
17953.45,,hrdq,10000.00,6646,Spearless Zeromus,Final Fantasy IV
237.00,,hrdq,(None),6486,Tellah's name,Final Fantasy IV
177.00,,hrdq,(None),6543,OldMan,Final Fantasy IV
25.00,,hrdq,(None),6660,Hugo,Final Fantasy IV
15.00,,hrdq,(None),6564,KevinM,Final Fantasy IV
10.00,,hrdq,(None),6631,0,Final Fantasy IV
10.00,,hrdq,(None),6542,JAWN,Final Fantasy IV
264.80,,hrdq,(None),6492,Yang's name,Final Fantasy IV
210.00,,hrdq,(None),6546,Josh,Final Fantasy IV
34.00,,hrdq,(None),6521,Yin,Final Fantasy IV
10.80,,hrdq,(None),6645,Petch,Final Fantasy IV
10.00,,hrdq,(None),6666,Baller,Final Fantasy IV
100.00,,agdq2012,100.00,1793,gogglor scene,psychonauts
100.00,,agdq2012,100.00,1770,levitation children fire scene,psychonauts
120.00,,agdq2012,100.00,1773,milkman scene,psychonauts
335.42,,agdq2012,300.00,1777,fusion dance,super mario world 2: yoshi's island
333.37,,agdq2012,315.33,1804,shirtless tri-hex,super mario world 2: yoshi's island
50.00,,agdq2012,(None),1846,yoshi colour,yoshi's story
45.00,,agdq2012,(None),2102,yellow,yoshi's story
5.00,,agdq2012,(None),2097,dark blue,yoshi's story
0.00,,agdq2012,(None),2098,green,yoshi's story
0.00,,agdq2012,(None),2099,light blue,yoshi's story
0.00,,agdq2012,(None),2100,pink,yoshi's story
0.00,,agdq2012,(None),2101,red,yoshi's story
65.53,,agdq2012,(None),1809,vanquish language,vanquish
40.02,,agdq2012,(None),1893,japanese,vanquish
25.51,,agdq2012,(None),1890,french,vanquish
0.00,,agdq2012,(None),1889,english,vanquish
0.00,,agdq2012,(None),1891,german,vanquish
0.00,,agdq2012,(None),1892,italian,vanquish
0.00,,agdq2012,(None),1894,spanish,vanquish
59.45,,agdq2012,30.00,1803,psycho mantis cutscene',metal gear solid: the twin snakes
35.00,,agdq2012,250.00,1764,shirtless caleb,metal gear solid: the twin snakes
50.00,,agdq2012,35.00,1753,krauser cutscene voiceover,resident evil 4
25.00,,agdq2012,25.00,1763,right hand cutscene,resident evil 4
50.00,,agdq2012,50.00,1755,suplex ashley,resident evil 4
390.00,,agdq2012,(None),1819,chris vs. jill,remake
231.00,,agdq2012,(None),1941,jill,remake
159.00,,agdq2012,(None),1940,chris,remake
215.00,,agdq2012,200.00,1789,knife tyrant,remake
125.00,,agdq2012,100.00,1754,shark,remake
71.01,,agdq2012,(None),1856,gene costume,god hand
36.00,,agdq2012,(None),2139,carnival,god hand
35.01,,agdq2012,(None),2141,karate,god hand
0.00,,agdq2012,(None),2140,devil hand,god hand
0.00,,agdq2012,(None),2142,normal,god hand
506.12,,agdq2012,500.00,1797,hard mode,god hand
20.00,,agdq2012,(None),1863,olivia costume,god hand
20.00,,agdq2012,(None),2169,bunny,god hand
0.00,,agdq2012,(None),2170,normal,god hand
35.00,,agdq2012,(None),1827,toejam vs earl,toejam and earl
20.00,,agdq2012,(None),1970,toejam,toejam and earl
15.00,,agdq2012,(None),1969,earl,toejam and earl
296.00,,agdq2012,250.00,1780,sword only,ninja gaiden (nes)
250.00,,agdq2012,(None),1835,tmnt character (top two),tmnt iv: turtles in time
100.00,,agdq2012,(None),2008,michaelangelo,tmnt iv: turtles in time
75.00,,agdq2012,(None),2009,raphael,tmnt iv: turtles in time
55.00,,agdq2012,(None),2007,leonardo,tmnt iv: turtles in time
20.00,,agdq2012,(None),2006,donatello,tmnt iv: turtles in time
10.00,,agdq2012,(None),1774,blindfold run,battletoads
366.00,,agdq2012,(None),1823,partner,sonic 2
140.00,,agdq2012,(None),1958,tri-hex (shirtless),sonic 2
131.00,,agdq2012,(None),1956,samm,sonic 2
40.00,,agdq2012,(None),1954,breakdown,sonic 2
30.00,,agdq2012,(None),1955,kari,sonic 2
25.00,,agdq2012,(None),1957,smk,sonic 2
220.00,,agdq2012,200.00,1772,play sonic spinball,sonic 3 & knuckles
140.00,,agdq2012,100.00,1787,sandopolis 2 with no lights,sonic 3 & knuckles
503.00,,agdq2012,(None),1825,sonic3 character,sonic 3 & knuckles
323.00,,agdq2012,(None),1966,tails,sonic 3 & knuckles
172.00,,agdq2012,(None),1965,sonic,sonic 3 & knuckles
8.00,,agdq2012,(None),1964,knuckles,sonic 3 & knuckles
205.00,,agdq2012,200.00,1782,last story,sonic adventure 2
480.00,,agdq2012,(None),1836,story,sonic adventure 2
252.99,,agdq2012,(None),2010,dark,sonic adventure 2
227.01,,agdq2012,(None),2011,hero,sonic adventure 2
150.00,,agdq2012,100.00,1771,difficult mode,mega man 2
415.00,,agdq2012,300.00,1800,mega man 9 buster only,mega man 3
1551.00,,agdq2012,(None),1821,mm10 character,mega man 10
1001.00,,agdq2012,(None),1946,mega man,mega man 10
550.00,,agdq2012,(None),1945,bass,mega man 10
525.33,,agdq2012,(None),1815,low% vs 100%,mega man x
382.00,,agdq2012,(None),1928,100%,mega man x
143.33,,agdq2012,(None),1929,low%,mega man x
15.00,,agdq2012,(None),1807,which pronunciation of crystalis,lagoon
10.00,,agdq2012,(None),1883,dragondarch's,lagoon
5.00,,agdq2012,(None),1884,pj's,lagoon
170.50,,agdq2012,100.00,1768,multiplayer,bubsy 3d
681.38,,agdq2012,666.00,1761,mike plays sub terrania,bad street brawler
150.01,,agdq2012,150.00,1794,good ending,bubble bobble
10.00,,agdq2012,(None),1850,resq character,rescue rangers
10.00,,agdq2012,(None),2119,dale,rescue rangers
0.00,,agdq2012,(None),2118,chip,rescue rangers
210.00,,agdq2012,200.00,1762,grenadeless bosses (except 4/7),blaster master
410.00,,agdq2012,300.00,1781,blindfold,mike tyson's punch-out
200.00,,agdq2012,200.00,1786,secret levels ($50 per),quake
100.00,,agdq2012,100.00,1758,giant rat easter egg,mirror's edge
792.00,,agdq2012,750.00,1752,meat boy all levels ($10 per),super meat boy
500.50,,agdq2012,(None),1844,mario game choice,super mario world/lost levels
313.50,,agdq2012,(None),2044,super mario world,super mario world/lost levels
187.00,,agdq2012,(None),2043,lost levels,super mario world/lost levels
60.00,,agdq2012,(None),1799,kuriboh's shoe,super mario bros. 3
650.00,,agdq2012,500.00,1796,small mario only (mostly),super mario bros. 3
20.00,,agdq2012,(None),1791,opening cutscene,devil may cry
280.00,,agdq2012,200.00,1798,_the_ cutscene,devil may cry
1271.00,,agdq2012,(None),1857,helper,castlevania iii
675.00,,agdq2012,(None),2143,alucard,castlevania iii
586.00,,agdq2012,(None),2145,sypha,castlevania iii
10.00,,agdq2012,(None),2144,grant,castlevania iii
0.00,,agdq2012,(None),2146,trevor only,castlevania iii
55.00,,agdq2012,(None),1757,sunken city,castlevania iii
625.00,,agdq2012,500.00,1784,1 controller  2 people co-op,contra iii
534.11,,agdq2012,500.00,1766,add dkc2 any% to the schedule (already played  thanks a lot),final fantasy vii part 2
905.01,,agdq2012,(None),1828,aeris name,final fantasy vii part 1
275.00,,agdq2012,(None),1971,brooks,final fantasy vii part 1
270.00,,agdq2012,(None),1976,sheath,final fantasy vii part 1
260.01,,agdq2012,(None),1975,sephiroth,final fantasy vii part 1
85.00,,agdq2012,(None),1974,oglop,final fantasy vii part 1
10.00,,agdq2012,(None),1973,lightning,final fantasy vii part 1
5.00,,agdq2012,(None),1972,castiel,final fantasy vii part 1
1622.01,,agdq2012,(None),1830,alttp file name (4 character limit),zelda: a link to the past
912.00,,agdq2012,(None),1984,wak,zelda: a link to the past
580.00,,agdq2012,(None),1982,lunk,zelda: a link to the past
80.00,,agdq2012,(None),1981,hppo,zelda: a link to the past
40.01,,agdq2012,(None),1983,rane,zelda: a link to the past
10.00,,agdq2012,(None),1985,zeld,zelda: a link to the past
45.00,,agdq2012,(None),1826,any% vs all bosses,castlevania: aria of sorrow
45.00,,agdq2012,(None),1967,all bosses,castlevania: aria of sorrow
0.00,,agdq2012,(None),1968,any%,castlevania: aria of sorrow
949.95,,agdq2012,(None),1859,barret name,final fantasy vii part 1
889.95,,agdq2012,(None),2155,old bobby,final fantasy vii part 1
50.00,,agdq2012,(None),2154,mr. t,final fantasy vii part 1
10.00,,agdq2012,(None),2153,grrrrr,final fantasy vii part 1
