amount,description,event,goal,id,name,run
11844.46,,agdq2015,(None),2953,File Name Bid War,The Legend of Zelda: Ocarina of Time
3253.04,,agdq2015,(None),2955,Bob,The Legend of Zelda: Ocarina of Time
3175.94,,agdq2015,(None),2965,0xwas941,The Legend of Zelda: Ocarina of Time
1271.37,,agdq2015,(None),2962,LeBlanc,The Legend of Zelda: Ocarina of Time
1262.00,,agdq2015,(None),2959,Becky,The Legend of Zelda: Ocarina of Time
695.00,,agdq2015,(None),2974,Animals,The Legend of Zelda: Ocarina of Time
622.00,,agdq2015,(None),2954,frnkrZFG,The Legend of Zelda: Ocarina of Time
577.69,,agdq2015,(None),2969,シ (japanese katakana for 'shi'),The Legend of Zelda: Ocarina of Time
405.00,,agdq2015,(None),2957,Bruh,The Legend of Zelda: Ocarina of Time
142.00,,agdq2015,(None),2956,JodenWR,The Legend of Zelda: Ocarina of Time
115.00,,agdq2015,(None),2966,Lingk,The Legend of Zelda: Ocarina of Time
114.42,,agdq2015,(None),2964,WeekAgo,The Legend of Zelda: Ocarina of Time
86.00,,agdq2015,(None),2958,SoSmug,The Legend of Zelda: Ocarina of Time
75.00,,agdq2015,(None),2973,NEILxAYA,The Legend of Zelda: Ocarina of Time
50.00,,agdq2015,(None),3033,Longshot,The Legend of Zelda: Ocarina of Time
28868.13,,agdq2015,20000.00,2961,Melee Finals and Adventure Mode speedrun,The Legend of Zelda: Ocarina of Time
47949.90,,agdq2015,25000.00,2960,OoT Glitch Exhibition,The Legend of Zelda: Ocarina of Time
5859.37,,agdq2015,(None),2976,Worst Zelda Game,The Legend of Zelda: Ocarina of Time
2859.15,,agdq2015,(None),3014,Zelda: The Wand of Gamelon,The Legend of Zelda: Ocarina of Time
884.00,,agdq2015,(None),2997,Zelda II: Adventure of Link,The Legend of Zelda: Ocarina of Time
414.77,,agdq2015,(None),3010,Skyward Sword,The Legend of Zelda: Ocarina of Time
356.43,,agdq2015,(None),3013,Wind Waker,The Legend of Zelda: Ocarina of Time
152.00,,agdq2015,(None),3001,Majora's Mask,The Legend of Zelda: Ocarina of Time
143.00,,agdq2015,(None),3023,Zelda's Adventure,The Legend of Zelda: Ocarina of Time
138.00,,agdq2015,(None),3020,Link's Crossbow Training,The Legend of Zelda: Ocarina of Time
136.00,,agdq2015,(None),3012,Twilight Princess,The Legend of Zelda: Ocarina of Time
130.00,,agdq2015,(None),2999,Link's Awakening,The Legend of Zelda: Ocarina of Time
123.00,,agdq2015,(None),3000,Ocarina of Time,The Legend of Zelda: Ocarina of Time
101.00,,agdq2015,(None),2998,A Link to the Past,The Legend of Zelda: Ocarina of Time
101.00,,agdq2015,(None),3006,Minish Cap,The Legend of Zelda: Ocarina of Time
77.50,,agdq2015,(None),3011,Spirit Tracks,The Legend of Zelda: Ocarina of Time
75.00,,agdq2015,(None),3005,Link: The Faces of Evil,The Legend of Zelda: Ocarina of Time
53.00,,agdq2015,(None),3003,Hyrule Warriors,The Legend of Zelda: Ocarina of Time
39.02,,agdq2015,(None),3009,Phantom Hourglass,The Legend of Zelda: Ocarina of Time
36.00,,agdq2015,(None),3002,Four Swords,The Legend of Zelda: Ocarina of Time
26.00,,agdq2015,(None),3028,Zelda Game and Watch,The Legend of Zelda: Ocarina of Time
5.00,,agdq2015,(None),3007,Oracle Of Ages,The Legend of Zelda: Ocarina of Time
5.00,,agdq2015,(None),3008,Oracle of Seasons,The Legend of Zelda: Ocarina of Time
2.50,,agdq2015,(None),3004,Link Between Worlds,The Legend of Zelda: Ocarina of Time
1.00,,agdq2015,(None),3031,Soul Calibur 2,The Legend of Zelda: Ocarina of Time
1.00,,agdq2015,(None),2996,The Legend of Zelda,The Legend of Zelda: Ocarina of Time
3609.12,Awesome Games Done Quick 2015,agdq2015,2000.00,2952,Glitched run of Pokemon Green by Shenanagans,
38434.43,Awesome Games Done Quick 2015,agdq2015,30000.00,2890,TASBot: Pokemon Plays Twitch  part 2,
1115.01,,agdq2016,1000.00,3642,Music Level Showcase,Rayman Legends
1130.77,,agdq2016,1000.00,3643,Fridge Powerup,Kirby 64: The Crystal Shards
2089.44,,agdq2016,2000.00,3644,Boss Endurance Mode,Kirby: Squeak Squad
2879.19,,agdq2016,2750.00,3645,Match Race: MD_Neo vs KVD,Super Mario Kart
4472.92,,agdq2016,4000.00,3788,Bonus Game - Super Mario 64 (16 star),Super Mario 64 Multiplayer
1773.00,,agdq2016,(None),3690,File Name,The Legend of Zelda: Oracle of Ages
732.00,,agdq2016,(None),3912,Iwata,The Legend of Zelda: Oracle of Ages
540.00,,agdq2016,(None),4002,Hafu,The Legend of Zelda: Oracle of Ages
95.00,,agdq2016,(None),3964,Azura,The Legend of Zelda: Oracle of Ages
60.00,,agdq2016,(None),3955,Citan,The Legend of Zelda: Oracle of Ages
30.00,,agdq2016,(None),3956,Rink,The Legend of Zelda: Oracle of Ages
26.00,,agdq2016,(None),3997,Zelda,The Legend of Zelda: Oracle of Ages
25.00,,agdq2016,(None),3976,SPOON,The Legend of Zelda: Oracle of Ages
25.00,,agdq2016,(None),3890,Taswl,The Legend of Zelda: Oracle of Ages
20.00,,agdq2016,(None),3878,Bunny,The Legend of Zelda: Oracle of Ages
20.00,,agdq2016,(None),3965,Lonk,The Legend of Zelda: Oracle of Ages
15.00,,agdq2016,(None),3966,Frisk,The Legend of Zelda: Oracle of Ages
11.00,,agdq2016,(None),3949,Lint,The Legend of Zelda: Oracle of Ages
10.00,,agdq2016,(None),3960,Zichz,The Legend of Zelda: Oracle of Ages
0.00,,agdq2016,(None),3911,AGDQ,The Legend of Zelda: Oracle of Ages
0.00,,agdq2016,(None),4017,Limit,The Legend of Zelda: Oracle of Ages
2333.00,,agdq2016,(None),3717,Pick the Animal Partner,The Legend of Zelda: Oracle of Ages
1275.00,,agdq2016,(None),3803,Dimitri the Dodongo,The Legend of Zelda: Oracle of Ages
946.00,,agdq2016,(None),3805,Moosh the Flying Bear,The Legend of Zelda: Oracle of Ages
112.00,,agdq2016,(None),3804,Ricky the Kangaroo,The Legend of Zelda: Oracle of Ages
500.00,,agdq2016,500.00,3646,Strider 2 - All Stages,Strider 2
1263.59,,agdq2016,(None),3721,Game Bid War,Devil May Cry 4: Special Edition
744.59,,agdq2016,(None),3807,Devil May Cry 4: Special Edition - Vergil NG Devil Hunter,Devil May Cry 4: Special Edition
519.00,,agdq2016,(None),3806,Devil May Cry 3: Special Edition - Dante NG Normal,Devil May Cry 4: Special Edition
2553.54,,agdq2016,2500.00,3647,Co-op with Optimus Prime,Transformers: Devastation
2170.50,,agdq2016,(None),4054,Character choice,Resident Evil HD Remaster
1090.63,,agdq2016,(None),4055,Chris Redfield,Resident Evil HD Remaster
1079.87,,agdq2016,(None),4056,Jill Valentine,Resident Evil HD Remaster
1000.00,,agdq2016,1000.00,3665,Sing Hakuna Matata (Spanish Version),The Lion King
10095.94,,agdq2016,10000.00,3648,Sephiroth Fight,Kingdom Hearts HD 1.5 ReMIX
8865.91,,agdq2016,2000.00,3649,Sing Disney Songs,Kingdom Hearts HD 1.5 ReMIX
2282.20,,agdq2016,(None),3869,I'll make a Man out of you,Kingdom Hearts HD 1.5 ReMIX
1530.57,,agdq2016,(None),3865,Gaston,Kingdom Hearts HD 1.5 ReMIX
1472.38,,agdq2016,(None),3867,A Whole New World,Kingdom Hearts HD 1.5 ReMIX
1269.50,,agdq2016,(None),3864,Let it Go,Kingdom Hearts HD 1.5 ReMIX
1102.16,,agdq2016,(None),3863,Go the Distance,Kingdom Hearts HD 1.5 ReMIX
1059.10,,agdq2016,(None),3868,Under the Sea,Kingdom Hearts HD 1.5 ReMIX
150.00,,agdq2016,(None),3866,I See the Light,Kingdom Hearts HD 1.5 ReMIX
1000.00,,agdq2016,1000.00,3650,Super Hardcore Difficulty,Super Time Force Ultra
991.68,,agdq2016,(None),3724,Any% or Pacifist,Iji
811.00,,agdq2016,(None),3809,Pacifist,Iji
180.68,,agdq2016,(None),3808,Any%,Iji
1000.52,,agdq2016,1000.00,3789,Hero Core 100%,Hero Core
562.89,,agdq2016,(None),3691,Drawing %,A Hat In Time (Beta)
221.20,,agdq2016,(None),3896,SpikeVegeta,A Hat In Time (Beta)
126.00,,agdq2016,(None),4116,Linkle,A Hat In Time (Beta)
115.69,,agdq2016,(None),3962,TAY,A Hat In Time (Beta)
55.00,,agdq2016,(None),3957,MD Boyz,A Hat In Time (Beta)
20.00,,agdq2016,(None),4134,King Roach,A Hat In Time (Beta)
5045.24,,agdq2016,5000.00,3651,Hell Run,Spelunky
2500.00,,agdq2016,2500.00,3790,Bonus Game - Crypt of the Necrodancer,Crypt of the Necrodancer
280.00,,agdq2016,(None),3727,Costume Option,Lara Croft and the Guardian of Light
205.00,,agdq2016,(None),3817,Legend,Lara Croft and the Guardian of Light
75.00,,agdq2016,(None),3812,Biker,Lara Croft and the Guardian of Light
0.00,,agdq2016,(None),3813,Default,Lara Croft and the Guardian of Light
0.00,,agdq2016,(None),3814,Doppleganger,Lara Croft and the Guardian of Light
0.00,,agdq2016,(None),3815,Heavy Jungle,Lara Croft and the Guardian of Light
0.00,,agdq2016,(None),3816,Jungle,Lara Croft and the Guardian of Light
735.00,,agdq2016,(None),3734,Character choice,Vendetta
680.00,,agdq2016,(None),3824,Hawk (Hulk Hogan),Vendetta
50.00,,agdq2016,(None),3823,Boomer (Jean Claude Van Damme),Vendetta
5.00,,agdq2016,(None),3825,Sledge (Mr. T),Vendetta
0.00,,agdq2016,(None),3822,Blood (Mike Tyson),Vendetta
830.00,,agdq2016,(None),3739,Character choice,Dungeons & Dragons: Shadow Over Mystara
700.00,,agdq2016,(None),3820,Greldon  the Blue Cleric,Dungeons & Dragons: Shadow Over Mystara
130.00,,agdq2016,(None),3821,Miles  the White Cleric,Dungeons & Dragons: Shadow Over Mystara
11044.16,,agdq2016,10000.00,3791,Bonus Game - Super Metroid (2 player 1 controller),Super Metroid BONUS
9780.68,,agdq2016,(None),3692,Write a Twitch Emote,Half-Life 2
8758.00,,agdq2016,(None),4021,HeyGuys,Half-Life 2
244.02,,agdq2016,(None),4064,Couches choice,Half-Life 2
210.00,,agdq2016,(None),3931,FrankerZ,Half-Life 2
184.00,,agdq2016,(None),4132,BionicBunion,Half-Life 2
182.00,,agdq2016,(None),4135,gocLove,Half-Life 2
177.66,,agdq2016,(None),3973,PJSalt,Half-Life 2
20.00,,agdq2016,(None),4164,runner's choice,Half-Life 2
5.00,,agdq2016,(None),4163,Idontknow,Half-Life 2
3022.83,,agdq2016,3000.00,3792,Chapter 6 DLC,Portal 2
2625.00,,agdq2016,1500.00,3799,Road to Gehenna DLC,The Talos Principle
2325.00,,agdq2016,(None),3826,100%,The Talos Principle
155.00,,agdq2016,(None),3827,Any%,The Talos Principle
1238.55,,agdq2016,1200.00,3654,Pigflying Strategy Showcase,Amnesia: A Machine for Pigs
1000.00,,agdq2016,1000.00,3655,All Chapters Run,Outlast
810.00,,agdq2016,800.00,3656,Wheelchair to Heaven,Outlast
1572.55,,agdq2016,(None),3742,Character choice,Tony Hawk's Underground 2
1462.55,,agdq2016,(None),3840,Shrek,Tony Hawk's Underground 2
98.00,,agdq2016,(None),3838,Goat,Tony Hawk's Underground 2
12.00,,agdq2016,(None),3839,Original Skater,Tony Hawk's Underground 2
0.00,,agdq2016,(None),3841,Skulls,Tony Hawk's Underground 2
2010.88,,agdq2016,2000.00,3657,100% Run,Tony Hawk's Pro Skater
1982.50,,agdq2016,3000.00,3658,Let Tails Tag Along,Sonic Advance
0.00,,agdq2016,(None),4192,yoshi's,Ninja Gaiden III: The Ancient Ship of Doom
3016.76,,agdq2016,3000.00,3659,Blindfolded Turbo Tunnel,Battletoads
6238.66,,agdq2016,6000.00,3793,Bonus Game - Super Mario Bros 3 (Any% no WW),SETUP 4
15000.89,,agdq2016,15000.00,3892,Mario Maker Hard Level race,Super Mario Maker
2542.05,,agdq2016,(None),3693,Name an AGDQ race level!,Super Mario Maker
1089.32,,agdq2016,(None),4045,The Kleptastrophe,Super Mario Maker
293.98,,agdq2016,(None),3994,Bullet Bill The Animals,Super Mario Maker
232.00,,agdq2016,(None),4020,You Can't Handle the Youth!,Super Mario Maker
135.00,,agdq2016,(None),4011,UraniumAnchor's Cable Nightmare,Super Mario Maker
132.00,,agdq2016,(None),4181,Game Over Yeeeaaaahhhh!,Super Mario Maker
130.00,,agdq2016,(None),4137,Your Head's A Good Toilet,Super Mario Maker
120.00,,agdq2016,(None),3929,TriHard's Fire Alarm Accordion,Super Mario Maker
95.00,,agdq2016,(None),3886,Judderbean82,Super Mario Maker
75.00,,agdq2016,(None),4188,Merkel's Mayhem,Super Mario Maker
45.00,,agdq2016,(None),4140,Hi Mom,Super Mario Maker
30.00,,agdq2016,(None),4115,KappaPride,Super Mario Maker
30.00,,agdq2016,(None),4046,pizza,Super Mario Maker
28.00,,agdq2016,(None),4112,Why Things Don't Fall Down,Super Mario Maker
25.00,,agdq2016,(None),4195,AHHH! Them Goombas Don't Quit!,Super Mario Maker
6.75,,agdq2016,(None),4167,Should've Tele'd Out,Super Mario Maker
17179.58,,agdq2016,(None),3747,Save or Kill the Yoshis,Super Mario Maker
9424.47,,agdq2016,(None),3843,Save the Yoshis,Super Mario Maker
7755.11,,agdq2016,(None),3842,Kill the Yoshis,Super Mario Maker
8001.21,,agdq2016,8000.00,3794,Bonus Game - Super Mario World 2  Yoshi's Island,SMW2: Yoshi's Island
1002.00,,agdq2016,1000.00,3667,Save the Scientists,Alpha Zylon
3881.85,,agdq2016,(None),3750,Radio Station,Grand Theft Auto III
1631.22,,agdq2016,(None),3828,Chatterbox FM,Grand Theft Auto III
1436.70,,agdq2016,(None),3829,Double Clef FM,Grand Theft Auto III
205.33,,agdq2016,(None),3830,Flashback 95.6,Grand Theft Auto III
175.00,,agdq2016,(None),3836,Rise FM,Grand Theft Auto III
172.36,,agdq2016,(None),3831,Game FM,Grand Theft Auto III
105.00,,agdq2016,(None),3837,Secret Radio,Grand Theft Auto III
90.24,,agdq2016,(None),3833,K-Jah,Grand Theft Auto III
35.00,,agdq2016,(None),3834,Lips 106,Grand Theft Auto III
26.00,,agdq2016,(None),3835,MSX FM,Grand Theft Auto III
5.00,,agdq2016,(None),3832,Head Radio,Grand Theft Auto III
2547.04,,agdq2016,(None),3694,Filename,Castlevania III: Dracula's Curse
1225.00,,agdq2016,(None),4080,Bonjour!,Castlevania III: Dracula's Curse
636.38,,agdq2016,(None),4114,yourself,Castlevania III: Dracula's Curse
300.00,,agdq2016,(None),4165,Francis,Castlevania III: Dracula's Curse
126.66,,agdq2016,(None),3989,Belmont!,Castlevania III: Dracula's Curse
55.00,,agdq2016,(None),4119,PonkaPo!,Castlevania III: Dracula's Curse
10.00,,agdq2016,(None),4193,TIS I!,Castlevania III: Dracula's Curse
5.00,,agdq2016,(None),4125,Gashu,Castlevania III: Dracula's Curse
5.00,,agdq2016,(None),4075,Prossess,Castlevania III: Dracula's Curse
7522.41,,agdq2016,7500.00,3795,Bonus Game - Castlevania: Symphony of the Night,Castlevania: Symphony of the Night
2442.55,,agdq2016,(None),3695,Filename,Super Punch-Out!!
1391.37,,agdq2016,(None),4092,Saitama,Super Punch-Out!!
681.18,,agdq2016,(None),4120,JOHNCENA,Super Punch-Out!!
220.00,,agdq2016,(None),4022,BUTTZ,Super Punch-Out!!
80.00,,agdq2016,(None),4048,crab-f,Super Punch-Out!!
70.00,,agdq2016,(None),4191,Wob,Super Punch-Out!!
15629.77,,agdq2016,15000.00,3668,Blindfolded Punch-Out!,Mike Tyson's Punch-Out!!
5043.00,,agdq2016,5000.00,3669,3rd Person Cutscene Showcase,Mirror's Edge
8675.01,,agdq2016,(None),3761,Bring Luigi to the party,Paper Mario
5112.13,,agdq2016,(None),3851,Bring Luigi,Paper Mario
3562.88,,agdq2016,(None),3852,Leave Luigi,Paper Mario
1510.00,,agdq2016,1500.00,3670,Mario gets a kiss from his secret love,Paper Mario
3039.00,,agdq2016,3000.00,3671,Save Block Storage Glitch,Paper Mario
4120.51,,agdq2016,(None),3696,Character name - Boy,Secret of Mana
1484.00,,agdq2016,(None),4175,Dzo,Secret of Mana
1280.51,,agdq2016,(None),4072,CHARA,Secret of Mana
340.00,,agdq2016,(None),3876,HROMP,Secret of Mana
260.00,,agdq2016,(None),4138,Beans,Secret of Mana
230.00,,agdq2016,(None),4012,NCS,Secret of Mana
105.00,,agdq2016,(None),3980,GOGOGO,Secret of Mana
90.00,,agdq2016,(None),4000,Groomp,Secret of Mana
90.00,,agdq2016,(None),4238,Kano,Secret of Mana
76.00,,agdq2016,(None),4174,Gashu,Secret of Mana
30.00,,agdq2016,(None),3914,Rhyss,Secret of Mana
25.00,,agdq2016,(None),4197,Randi,Secret of Mana
15.00,,agdq2016,(None),4194,Girl,Secret of Mana
5.00,,agdq2016,(None),4196,GITGUD,Secret of Mana
5.00,,agdq2016,(None),4222,HBOYRD,Secret of Mana
5.00,,agdq2016,(None),4237,MODE 7,Secret of Mana
0.00,,agdq2016,(None),4173,Kaorru,Secret of Mana
1338.36,,agdq2016,(None),3700,Character name - Sprite,Secret of Mana
583.51,,agdq2016,(None),4052,FRISK,Secret of Mana
325.00,,agdq2016,(None),4229,BORD,Secret of Mana
158.45,,agdq2016,(None),4060,Moonin,Secret of Mana
100.00,,agdq2016,(None),4001,PANGUR,Secret of Mana
55.00,,agdq2016,(None),4003,Pancho,Secret of Mana
40.00,,agdq2016,(None),4183,KWIKWI,Secret of Mana
30.00,,agdq2016,(None),4236,7 UP,Secret of Mana
25.00,,agdq2016,(None),4198,Popoi,Secret of Mana
15.00,,agdq2016,(None),4216,Dan,Secret of Mana
1.40,,agdq2016,(None),4209,CENA,Secret of Mana
0.00,,agdq2016,(None),4031,Smol,Secret of Mana
4010.00,,agdq2016,4000.00,3672,Glitch Exhibition,Secret of Mana
1178.09,,agdq2016,(None),3764,Character choice,Teenage Mutant Ninja Turtles IV: Turtles in Time
651.13,,agdq2016,(None),3844,Don,Teenage Mutant Ninja Turtles IV: Turtles in Time
271.41,,agdq2016,(None),3845,Leo,Teenage Mutant Ninja Turtles IV: Turtles in Time
255.55,,agdq2016,(None),3846,Mike,Teenage Mutant Ninja Turtles IV: Turtles in Time
1894.68,,agdq2016,5000.00,3673,Adria sound file edit,Diablo
692.16,,agdq2016,(None),4106,Tuturu,Diablo
530.00,,agdq2016,(None),4107,Moo,Diablo
381.51,,agdq2016,(None),4109,Heh heh heh  thank you.,Diablo
165.00,,agdq2016,(None),4110,Whacha buyin?,Diablo
60.01,,agdq2016,(None),4108,FrankerZ,Diablo
41.00,,agdq2016,(None),4105,Abandon your foolish quest,Diablo
25.00,,agdq2016,(None),4104,Default,Diablo
0.00,,agdq2016,(None),4111,Wee Wee Wee,Diablo
4561.80,,agdq2016,(None),3697,Character name,Diablo
2119.20,,agdq2016,(None),4148,Kanon,Diablo
1634.93,,agdq2016,(None),4184,ChrisWilson,Diablo
185.00,,agdq2016,(None),4190,CheekyKingLou,Diablo
150.00,,agdq2016,(None),4203,John Cena,Diablo
100.00,,agdq2016,(None),4168,Bubbles,Diablo
50.00,,agdq2016,(None),4013,TrentPinkney,Diablo
25.00,,agdq2016,(None),4124,Gashu,Diablo
17.67,,agdq2016,(None),3891,Jabe.,Diablo
10.00,,agdq2016,(None),4223,Hoof_hearted,Diablo
10.00,,agdq2016,(None),3991,NephalemFool,Diablo
3000.00,,agdq2016,3000.00,3674,Kill the Butcher,Diablo
6031.60,,agdq2016,(None),3698,Character name,Diablo II: Lord of Destruction
4422.94,,agdq2016,(None),4185,ChrisWilson,Diablo II: Lord of Destruction
1082.00,,agdq2016,(None),3908,Vani,Diablo II: Lord of Destruction
135.00,,agdq2016,(None),4150,OldPaintyCanNed,Diablo II: Lord of Destruction
60.00,,agdq2016,(None),4118,BlitzSchnitzel,Diablo II: Lord of Destruction
55.00,,agdq2016,(None),4144,Mizu,Diablo II: Lord of Destruction
55.00,,agdq2016,(None),4062,NotATrueEnding,Diablo II: Lord of Destruction
50.00,,agdq2016,(None),4040,Tazmage,Diablo II: Lord of Destruction
45.00,,agdq2016,(None),3984,TeoBetterThenMe,Diablo II: Lord of Destruction
26.66,,agdq2016,(None),4239,GrafSchmerz,Diablo II: Lord of Destruction
25.00,,agdq2016,(None),4258,Goobypls,Diablo II: Lord of Destruction
25.00,,agdq2016,(None),4136,spende,Diablo II: Lord of Destruction
20.00,,agdq2016,(None),4264,BoBaFeTT,Diablo II: Lord of Destruction
20.00,,agdq2016,(None),4182,TeoShrineHype,Diablo II: Lord of Destruction
10.00,,agdq2016,(None),4127,SiegeRhino,Diablo II: Lord of Destruction
3590.00,,agdq2016,(None),3768,Save or Leave Deckard Cain,Diablo II: Lord of Destruction
2647.00,,agdq2016,(None),3819,Save Deckard Cain,Diablo II: Lord of Destruction
943.00,,agdq2016,(None),3818,Leave Deckard Cain,Diablo II: Lord of Destruction
3560.01,,agdq2016,3500.00,3675,Save the trapped Barbarians,Diablo II: Lord of Destruction
12507.00,,agdq2016,12500.00,3676,Secret Cow Level,Diablo II: Lord of Destruction
3714.80,,agdq2016,(None),3702,Character name - Charmander,Pokémon Yellow: Special Pikachu Edition
2325.71,,agdq2016,(None),3906,john cena,Pokémon Yellow: Special Pikachu Edition
345.00,,agdq2016,(None),4051,Agumon,Pokémon Yellow: Special Pikachu Edition
225.43,,agdq2016,(None),3880,Smaug,Pokémon Yellow: Special Pikachu Edition
110.00,,agdq2016,(None),4220,RANDPAUL,Pokémon Yellow: Special Pikachu Edition
100.00,,agdq2016,(None),3870,Neokas,Pokémon Yellow: Special Pikachu Edition
100.00,,agdq2016,(None),4265,Someone,Pokémon Yellow: Special Pikachu Edition
100.00,,agdq2016,(None),3897,Weeto,Pokémon Yellow: Special Pikachu Edition
85.00,,agdq2016,(None),4143,Bisashiggy,Pokémon Yellow: Special Pikachu Edition
75.00,,agdq2016,(None),3972,Byrd,Pokémon Yellow: Special Pikachu Edition
47.00,,agdq2016,(None),4117,Toast,Pokémon Yellow: Special Pikachu Edition
45.00,,agdq2016,(None),4254,Grillby,Pokémon Yellow: Special Pikachu Edition
40.00,,agdq2016,(None),3974,Wham,Pokémon Yellow: Special Pikachu Edition
5.00,,agdq2016,(None),3916,Rafu,Pokémon Yellow: Special Pikachu Edition
1169.22,,agdq2016,(None),3704,Character name - Lapras,Pokémon Yellow: Special Pikachu Edition
505.00,,agdq2016,(None),4146,cthulhu,Pokémon Yellow: Special Pikachu Edition
183.00,,agdq2016,(None),3954,Pooty,Pokémon Yellow: Special Pikachu Edition
180.00,,agdq2016,(None),4126,randyorton,Pokémon Yellow: Special Pikachu Edition
175.02,,agdq2016,(None),4202,JohnCena,Pokémon Yellow: Special Pikachu Edition
55.00,,agdq2016,(None),3982,Rob,Pokémon Yellow: Special Pikachu Edition
40.00,,agdq2016,(None),4215,Maestro,Pokémon Yellow: Special Pikachu Edition
20.00,,agdq2016,(None),4041,Waterhorse,Pokémon Yellow: Special Pikachu Edition
10.00,,agdq2016,(None),4268,Bork Laser,Pokémon Yellow: Special Pikachu Edition
0.00,,agdq2016,(None),4225,ripperino,Pokémon Yellow: Special Pikachu Edition
1693.00,,agdq2016,(None),3705,Character name - Nidoran,Pokémon Yellow: Special Pikachu Edition
906.00,,agdq2016,(None),3862,Smudy,Pokémon Yellow: Special Pikachu Edition
596.00,,agdq2016,(None),3905,PPMD,Pokémon Yellow: Special Pikachu Edition
55.00,,agdq2016,(None),4015,RocketBean,Pokémon Yellow: Special Pikachu Edition
40.00,,agdq2016,(None),4219,Tricky,Pokémon Yellow: Special Pikachu Edition
40.00,,agdq2016,(None),4121,Trogdor,Pokémon Yellow: Special Pikachu Edition
6.00,,agdq2016,(None),4221,GodKappa,Pokémon Yellow: Special Pikachu Edition
773.70,,agdq2016,(None),3703,Character name - Pidgey,Pokémon Yellow: Special Pikachu Edition
602.50,,agdq2016,(None),3975,Bird Jesus,Pokémon Yellow: Special Pikachu Edition
120.00,,agdq2016,(None),4009,KINGDEDEDE,Pokémon Yellow: Special Pikachu Edition
50.00,,agdq2016,(None),4246,FlamingHat,Pokémon Yellow: Special Pikachu Edition
2704.96,,agdq2016,(None),3701,Character name - Rival,Pokémon Yellow: Special Pikachu Edition
1025.00,,agdq2016,(None),4262,Webedia,Pokémon Yellow: Special Pikachu Edition
741.46,,agdq2016,(None),4053,Papyrus,Pokémon Yellow: Special Pikachu Edition
205.00,,agdq2016,(None),4079,Sans,Pokémon Yellow: Special Pikachu Edition
195.00,,agdq2016,(None),4149,kill the Animals,Pokémon Yellow: Special Pikachu Edition
188.50,,agdq2016,(None),4161,Smogon,Pokémon Yellow: Special Pikachu Edition
55.00,,agdq2016,(None),4189,Devil,Pokémon Yellow: Special Pikachu Edition
50.00,,agdq2016,(None),4065,MyLover,Pokémon Yellow: Special Pikachu Edition
50.00,,agdq2016,(None),4044,U,Pokémon Yellow: Special Pikachu Edition
50.00,,agdq2016,(None),4008,vidgams,Pokémon Yellow: Special Pikachu Edition
10.00,,agdq2016,(None),4255,TR-8R,Pokémon Yellow: Special Pikachu Edition
5.00,,agdq2016,(None),4097,Exeat,Pokémon Yellow: Special Pikachu Edition
2806.35,,agdq2016,(None),3699,Character name - Trainer,Pokémon Yellow: Special Pikachu Edition
1530.00,,agdq2016,(None),3995,Verdier,Pokémon Yellow: Special Pikachu Edition
908.35,,agdq2016,(None),3894,BobRoss,Pokémon Yellow: Special Pikachu Edition
110.00,,agdq2016,(None),4007,Ash,Pokémon Yellow: Special Pikachu Edition
70.00,,agdq2016,(None),3888,Kappa,Pokémon Yellow: Special Pikachu Edition
35.00,,agdq2016,(None),4019,Lemmy,Pokémon Yellow: Special Pikachu Edition
35.00,,agdq2016,(None),4078,WowDeku,Pokémon Yellow: Special Pikachu Edition
23.00,,agdq2016,(None),4018,WWWWWWW,Pokémon Yellow: Special Pikachu Edition
8.00,,agdq2016,(None),3959,Bill,Pokémon Yellow: Special Pikachu Edition
0.00,,agdq2016,(None),4098,Exeat,Pokémon Yellow: Special Pikachu Edition
0.00,,agdq2016,(None),4122,HYYpEE,Pokémon Yellow: Special Pikachu Edition
20124.02,,agdq2016,20000.00,3796,Bonus Game - Pokemon Blue (Glitch Exhibition),Pokemon Blue
4005.00,,agdq2016,4000.00,3797,Bonus Game - Final Fantasy Any%,Final Fantasy
14331.43,,agdq2016,(None),3706,Filename,The Legend of Zelda: Ocarina of Time / Master Quest
4366.71,,agdq2016,(None),4200,Daddy,The Legend of Zelda: Ocarina of Time / Master Quest
3232.21,,agdq2016,(None),3875,Narcissa,The Legend of Zelda: Ocarina of Time / Master Quest
2160.17,,agdq2016,(None),4038,Iwata,The Legend of Zelda: Ocarina of Time / Master Quest
1429.00,,agdq2016,(None),3998,JohnCena,The Legend of Zelda: Ocarina of Time / Master Quest
765.53,,agdq2016,(None),4178,Cosmo,The Legend of Zelda: Ocarina of Time / Master Quest
675.00,,agdq2016,(None),4042,TomGerm,The Legend of Zelda: Ocarina of Time / Master Quest
325.02,,agdq2016,(None),3881,Avalon,The Legend of Zelda: Ocarina of Time / Master Quest
321.00,,agdq2016,(None),3979,Linkle,The Legend of Zelda: Ocarina of Time / Master Quest
308.27,,agdq2016,(None),4089,IAmGroot,The Legend of Zelda: Ocarina of Time / Master Quest
209.00,,agdq2016,(None),4186,Blaze,The Legend of Zelda: Ocarina of Time / Master Quest
85.00,,agdq2016,(None),3961,Lunkle,The Legend of Zelda: Ocarina of Time / Master Quest
67.51,,agdq2016,(None),3861,ClntStvn,The Legend of Zelda: Ocarina of Time / Master Quest
65.00,,agdq2016,(None),4176,Help,The Legend of Zelda: Ocarina of Time / Master Quest
50.00,,agdq2016,(None),4275,kmacBB,The Legend of Zelda: Ocarina of Time / Master Quest
